azimuth_deg,elevation_deg,element_index,amplitude,phase_deg
-135.0,15.0,4,0.82876,-38.43224
-135.0,15.0,5,0.72056,-26.92762
-135.0,15.0,6,0.7063,-28.82824
-135.0,20.0,0,0.71621,-6.61911
-135.0,20.0,1,0.74299,-5.65553
-135.0,20.0,2,0.83241,-25.69348
-135.0,20.0,3,0.70022,-18.28806
-135.0,20.0,4,0.85012,-38.70551
-135.0,20.0,5,0.74187,-25.7978
-135.0,20.0,6,0.70742,-26.74246
-135.0,25.0,0,0.76109,-5.79554
-135.0,25.0,1,0.76923,-6.78864
-135.0,25.0,2,0.86797,-27.49196
-135.0,25.0,3,0.73156,-18.81692
-135.0,25.0,4,0.87666,-38.33073
-135.0,25.0,5,0.75631,-25.0066
-135.0,25.0,6,0.71408,-28.29464
-135.0,30.0,0,0.79024,-8.02454
-135.0,30.0,1,0.81389,-5.28901
-135.0,30.0,2,0.89153,-27.21182
-135.0,30.0,3,0.75021,-17.80816
-135.0,30.0,4,0.88279,-39.21899
-135.0,30.0,5,0.75668,-27.02169
-135.0,30.0,6,0.74116,-27.75515
-135.0,35.0,0,0.82442,-8.87967
-135.0,35.0,1,0.84031,-7.92295
-135.0,35.0,2,0.9188,-27.02973
-135.0,35.0,3,0.75276,-17.84022
-135.0,35.0,4,0.88346,-41.51398
-135.0,35.0,5,0.76292,-25.96509
-135.0,35.0,6,0.75669,-27.98687
-135.0,40.0,0,0.85393,-9.68934
-135.0,40.0,1,0.85828,-9.11051
-135.0,40.0,2,0.9298,-29.57633
-135.0,40.0,3,0.76502,-19.3833
-135.0,40.0,4,0.90289,-40.77928
-135.0,40.0,5,0.80508,-26.86906
-135.0,40.0,6,0.79541,-26.8885
-135.0,45.0,0,0.87425,-6.43177
-135.0,45.0,1,0.88058,-10.07671
-135.0,45.0,2,0.94716,-31.64941
-135.0,45.0,3,0.78383,-20.54325
-135.0,45.0,4,0.93541,-40.01897
-135.0,45.0,5,0.84309,-26.97377
-135.0,45.0,6,0.85049,-25.87989
-135.0,50.0,0,0.89926,-9.55102
-135.0,50.0,1,0.90358,-10.40318
-135.0,50.0,2,0.95684,-32.95803
-135.0,50.0,3,0.79596,-21.49401
-135.0,50.0,4,0.94993,-41.53885
-135.0,50.0,5,0.87411,-28.19445
-135.0,50.0,6,0.9088,-26.04677
-135.0,55.0,0,0.91695,-7.04154
-135.0,55.0,1,0.9102,-11.29901
-135.0,55.0,2,0.9502,-30.52867
-135.0,55.0,3,0.81818,-20.38837
-135.0,55.0,4,0.99832,-43.42333
-135.0,55.0,5,0.93362,-26.00771
-135.0,55.0,6,0.93493,-28.27491
-135.0,60.0,0,0.9483,-9.36033
-135.0,60.0,1,0.91934,-13.56753
-135.0,60.0,2,0.97711,-32.19116
-135.0,60.0,3,0.84916,-23.12425
-135.0,60.0,4,1.01774,-42.98516
-135.0,60.0,5,0.95586,-26.42038
-135.0,60.0,6,0.94763,-25.23675
-135.0,65.0,0,0.95695,-8.62966
-135.0,65.0,1,0.92226,-14.7994
-135.0,65.0,2,0.98527,-33.79274
-135.0,65.0,3,0.86889,-22.95563
-135.0,65.0,4,1.06449,-44.82985
-135.0,65.0,5,0.98475,-26.03428
-135.0,65.0,6,0.94505,-25.05616
-135.0,70.0,0,0.96319,-12.75972
-135.0,70.0,1,0.92482,-13.51715
-135.0,70.0,2,0.99609,-34.50354
-135.0,70.0,3,0.9034,-23.57517
-135.0,70.0,4,1.08793,-43.32347
-135.0,70.0,5,0.98773,-27.38061
-135.0,70.0,6,0.92921,-24.77482
-135.0,75.0,0,0.9636,-11.05084
-135.0,75.0,1,0.93111,-14.88547
-135.0,75.0,2,1.01466,-34.4173
-135.0,75.0,3,0.92224,-23.74276
-135.0,75.0,4,1.1025,-41.71455
-135.0,75.0,5,0.97664,-27.30008
-135.0,75.0,6,0.91635,-22.97116
-135.0,80.0,0,0.96603,-14.16581
-135.0,80.0,1,0.93745,-15.54414
-135.0,80.0,2,1.03201,-36.20785
-135.0,80.0,3,0.94514,-25.80975
-135.0,80.0,4,1.1113,-42.98958
-135.0,80.0,5,0.95853,-24.89182
-135.0,80.0,6,0.92326,-24.03004
-135.0,85.0,0,0.96055,-12.15598
-135.0,85.0,1,0.9226,-14.46975
-135.0,85.0,2,1.04412,-34.03237
-135.0,85.0,3,0.96657,-26.26888
-135.0,85.0,4,1.10281,-42.84588
-135.0,85.0,5,0.94329,-25.15154
-135.0,85.0,6,0.94032,-25.50025
-135.0,90.0,0,0.96093,-14.31324
-135.0,90.0,1,0.92982,-16.67985
-135.0,90.0,2,1.06212,-38.44108
-135.0,90.0,3,0.97378,-25.32887
-135.0,90.0,4,1.08333,-43.56621
-135.0,90.0,5,0.93897,-25.71782
-135.0,90.0,6,0.97513,-22.57767
-135.0,95.0,0,0.95365,-16.68284
-135.0,95.0,1,0.93086,-18.47567
-135.0,95.0,2,1.07924,-37.61419
-135.0,95.0,3,0.97579,-22.37553
-135.0,95.0,4,1.05799,-42.02815
-135.0,95.0,5,0.94082,-25.17587
-135.0,95.0,6,0.99129,-19.86672
-135.0,100.0,0,0.94091,-15.80433
-135.0,100.0,1,0.93472,-20.1446
-135.0,100.0,2,1.07745,-38.48728
-135.0,100.0,3,0.94049,-24.1583
-135.0,100.0,4,1.04095,-42.84146
-135.0,100.0,5,0.96235,-24.97248
-135.0,100.0,6,1.00027,-21.62984
-135.0,105.0,0,0.92309,-16.30618
-135.0,105.0,1,0.93601,-19.72571
-135.0,105.0,2,1.09017,-38.94708
-135.0,105.0,3,0.91867,-24.8981
-135.0,105.0,4,1.02916,-42.83128
-135.0,105.0,5,0.98136,-24.08197
-135.0,105.0,6,0.98667,-18.42202
-135.0,110.0,0,0.91195,-17.91429
-135.0,110.0,1,0.92736,-20.41812
-135.0,110.0,2,1.08078,-39.67019
-135.0,110.0,3,0.88836,-26.14225
-135.0,110.0,4,1.03117,-42.80279
-135.0,110.0,5,0.98548,-21.57775
-135.0,110.0,6,0.95596,-19.39141
-135.0,115.0,0,0.88929,-18.29828
-135.0,115.0,1,0.91781,-21.39218
-135.0,115.0,2,1.0574,-41.45641
-135.0,115.0,3,0.86392,-26.02009
-135.0,115.0,4,1.02494,-42.2178
-135.0,115.0,5,0.98777,-21.13219
-135.0,115.0,6,0.91666,-16.34462
-135.0,120.0,0,0.87677,-18.22263
-135.0,120.0,1,0.91364,-21.08021
-135.0,120.0,2,1.04943,-39.86208
-135.0,120.0,3,0.84129,-25.53922
-135.0,120.0,4,1.0306,-43.01909
-135.0,120.0,5,0.96902,-20.95318
-135.0,120.0,6,0.88934,-16.55137
-135.0,125.0,0,0.84374,-18.91512
-135.0,125.0,1,0.90856,-21.69833
-135.0,125.0,2,1.01375,-41.07222
-135.0,125.0,3,0.81453,-26.43443
-135.0,125.0,4,1.03229,-42.00472
-135.0,125.0,5,0.92554,-19.18623
-135.0,125.0,6,0.85113,-16.01731
-135.0,130.0,0,0.82076,-20.95995
-135.0,130.0,1,0.89715,-22.55156
-135.0,130.0,2,0.98692,-41.60446
-135.0,130.0,3,0.80217,-26.27827
-135.0,130.0,4,1.01771,-41.23375
-135.0,130.0,5,0.86973,-19.50379
-135.0,130.0,6,0.83903,-14.79277
-135.0,135.0,0,0.81348,-22.33153
-135.0,135.0,1,0.87058,-23.49125
-135.0,135.0,2,0.93995,-41.24176
-135.0,135.0,3,0.78442,-25.27585
-135.0,135.0,4,1.0166,-39.41854
-135.0,135.0,5,0.83581,-18.84639
-135.0,135.0,6,0.84675,-14.76507
-135.0,140.0,0,0.77003,-21.30752
-135.0,140.0,1,0.86102,-23.71489
-135.0,140.0,2,0.90757,-39.11631
-135.0,140.0,3,0.77308,-24.61021
-135.0,140.0,4,0.9713,-37.94146
-135.0,140.0,5,0.79693,-17.8604
-135.0,140.0,6,0.8438,-12.71236
-135.0,145.0,0,0.758,-21.52753
-135.0,145.0,1,0.83295,-23.94895
-135.0,145.0,2,0.86294,-43.06841
-135.0,145.0,3,0.75702,-23.64381
-135.0,145.0,4,0.93064,-39.64479
-135.0,145.0,5,0.7753,-16.72427
-135.0,145.0,6,0.83521,-11.95086
-135.0,150.0,0,0.72142,-22.37144
-135.0,150.0,1,0.81421,-25.35402
-135.0,150.0,2,0.82991,-40.59151
-135.0,150.0,3,0.7498,-24.0413
-135.0,150.0,4,0.88212,-38.10402
-135.0,150.0,5,0.7507,-17.49975
-135.0,150.0,6,0.79734,-11.64164
-135.0,155.0,0,0.70924,-25.31262
-135.0,155.0,1,0.77554,-27.04852
-135.0,155.0,2,0.79016,-41.79521
-135.0,155.0,3,0.73527,-25.62687
-135.0,155.0,4,0.83396,-36.89477
-135.0,155.0,5,0.751,-16.71575
-135.0,155.0,6,0.74495,-11.17533
-135.0,160.0,0,0.67147,-25.18291
-135.0,160.0,1,0.73758,-25.85971
-135.0,160.0,2,0.75455,-40.74085
-135.0,160.0,3,0.72088,-24.37812
-135.0,160.0,4,0.78977,-37.38408
-135.0,160.0,5,0.74295,-14.08704
-135.0,160.0,6,0.69679,-10.18226
-135.0,165.0,0,0.64793,-26.9719
-135.0,165.0,1,0.70079,-26.4305
-135.0,165.0,2,0.73181,-41.53186
-135.0,165.0,3,0.68153,-23.67227
-135.0,165.0,4,0.75113,-35.2024
-135.0,165.0,5,0.7326,-13.98204
-135.0,165.0,6,0.64022,-8.89755
-135.0,170.0,0,0.59733,-25.86211
-135.0,170.0,1,0.66491,-25.09651
-135.0,170.0,2,0.70107,-41.39788
-135.0,170.0,3,0.63656,-23.83428
-135.0,170.0,4,0.71349,-34.21191
-135.0,170.0,5,0.69083,-11.54064
-135.0,170.0,6,0.60365,-8.54665
-135.0,175.0,0,0.58058,-27.44974
-135.0,175.0,1,0.61558,-26.42134
-135.0,175.0,2,0.68426,-40.14187
-135.0,175.0,3,0.57838,-22.52773
-135.0,175.0,4,0.69119,-31.95543
-135.0,175.0,5,0.63745,-11.05461
-135.0,175.0,6,0.5836,-7.72711
-135.0,180.0,0,0.55716,-27.78677
-135.0,180.0,1,0.56921,-28.6539
-135.0,180.0,2,0.66025,-39.87636
-135.0,180.0,3,0.532,-20.61262
-135.0,180.0,4,0.687,-32.43217
-135.0,180.0,5,0.58112,-11.02637
-135.0,180.0,6,0.57277,-7.84309
-130.0,0.0,0,0.55514,-6.20305
-130.0,0.0,1,0.56028,-4.32334
-130.0,0.0,2,0.66917,-24.96625
-130.0,0.0,3,0.53324,-13.19439
-130.0,0.0,4,0.65612,-33.26573
-130.0,0.0,5,0.61187,-24.09287
-130.0,0.0,6,0.5433,-26.19311
-130.0,5.0,0,0.60664,-6.80843
-130.0,5.0,1,0.61112,-5.52315
-130.0,5.0,2,0.72336,-25.94085
-130.0,5.0,3,0.59231,-13.94
-130.0,5.0,4,0.72054,-37.12778
-130.0,5.0,5,0.66373,-22.19041
-130.0,5.0,6,0.60574,-25.99974
-130.0,10.0,0,0.6431,-5.41682
-130.0,10.0,1,0.65148,-5.0123
-130.0,10.0,2,0.76748,-26.47134
-130.0,10.0,3,0.64448,-14.79021
-130.0,10.0,4,0.7654,-36.31564
-130.0,10.0,5,0.70962,-23.08439
-130.0,10.0,6,0.65833,-27.9758
-130.0,15.0,0,0.67794,-9.61617
-130.0,15.0,1,0.68786,-7.06186
-130.0,15.0,2,0.80566,-25.60968
-130.0,15.0,3,0.6743,-14.58002
-130.0,15.0,4,0.8043,-37.1909
-130.0,15.0,5,0.74831,-25.43338
-130.0,15.0,6,0.68472,-25.85186
-130.0,20.0,0,0.72171,-6.10227
-130.0,20.0,1,0.73534,-8.84446
-130.0,20.0,2,0.85059,-25.14139
-130.0,20.0,3,0.70672,-14.69954
-130.0,20.0,4,0.82846,-36.09028
-130.0,20.0,5,0.77543,-24.80023
-130.0,20.0,6,0.69315,-26.26446
-130.0,25.0,0,0.75745,-7.47259
-130.0,25.0,1,0.76294,-7.60603
-130.0,25.0,2,0.87814,-26.61912
-130.0,25.0,3,0.73974,-16.57771
-130.0,25.0,4,0.85225,-37.19652
-130.0,25.0,5,0.77789,-24.23133
-130.0,25.0,6,0.70771,-24.38173
-130.0,30.0,0,0.79536,-7.15927
-130.0,30.0,1,0.7912,-7.46265
-130.0,30.0,2,0.90894,-27.63371
-130.0,30.0,3,0.75835,-18.81695
-130.0,30.0,4,0.85959,-38.79487
-130.0,30.0,5,0.78863,-25.57289
-130.0,30.0,6,0.72132,-25.76788
-130.0,35.0,0,0.82742,-8.47444
-130.0,35.0,1,0.8345,-7.52871
-130.0,35.0,2,0.93279,-28.35219
-130.0,35.0,3,0.75995,-18.89802
-130.0,35.0,4,0.86543,-40.36757
-130.0,35.0,5,0.80939,-25.81864
-130.0,35.0,6,0.74808,-25.43292
-130.0,40.0,0,0.85745,-9.14381
-130.0,40.0,1,0.84432,-10.53946
-130.0,40.0,2,0.94724,-28.99969
-130.0,40.0,3,0.77803,-18.39
-130.0,40.0,4,0.88397,-39.49209
-130.0,40.0,5,0.84004,-25.16058
-130.0,40.0,6,0.77378,-27.36254
-130.0,45.0,0,0.88078,-9.18965
-130.0,45.0,1,0.87588,-10.89247
-130.0,45.0,2,0.95568,-29.92021
-130.0,45.0,3,0.78346,-19.84775
-130.0,45.0,4,0.90525,-40.72772
-130.0,45.0,5,0.86058,-24.80813
-130.0,45.0,6,0.8395,-24.78994
-130.0,50.0,0,0.89562,-10.71531
-130.0,50.0,1,0.88405,-11.20298
-130.0,50.0,2,0.96246,-31.81037
-130.0,50.0,3,0.8075,-19.24341
-130.0,50.0,4,0.9328,-41.84561
-130.0,50.0,5,0.9034,-24.70875
-130.0,50.0,6,0.87916,-24.50845
-130.0,55.0,0,0.92575,-10.36883
-130.0,55.0,1,0.89928,-13.50603
-130.0,55.0,2,0.97064,-32.05344
-130.0,55.0,3,0.82153,-22.56812
-130.0,55.0,4,0.97775,-42.5016
-130.0,55.0,5,0.95974,-26.93921
-130.0,55.0,6,0.92274,-25.81965
-130.0,60.0,0,0.94699,-10.96987
-130.0,60.0,1,0.90988,-14.04942
-130.0,60.0,2,0.98492,-32.82486
-130.0,60.0,3,0.84608,-22.40626
-130.0,60.0,4,1.01363,-43.21642
-130.0,60.0,5,0.98318,-26.65791
-130.0,60.0,6,0.93898,-24.42496
-130.0,65.0,0,0.95077,-12.52529
-130.0,65.0,1,0.91001,-14.38518
-130.0,65.0,2,0.99248,-35.40496
-130.0,65.0,3,0.87514,-22.43227
-130.0,65.0,4,1.05051,-41.19881
-130.0,65.0,5,1.01184,-26.43231
-130.0,65.0,6,0.92742,-22.3683
-130.0,70.0,0,0.9713,-12.06214
-130.0,70.0,1,0.91939,-14.33914
-130.0,70.0,2,1.01657,-33.49015
-130.0,70.0,3,0.90274,-24.41281
-130.0,70.0,4,1.0792,-41.67883
-130.0,70.0,5,1.01242,-26.17845
-130.0,70.0,6,0.90411,-22.09721
-130.0,75.0,0,0.96688,-12.85599
-130.0,75.0,1,0.92373,-16.39682
-130.0,75.0,2,1.02508,-35.93611
-130.0,75.0,3,0.92588,-25.70476
-130.0,75.0,4,1.08285,-40.78424
-130.0,75.0,5,1.00404,-24.12205
-130.0,75.0,6,0.90317,-19.66844
-130.0,80.0,0,0.97639,-14.55082
-130.0,80.0,1,0.91666,-15.44919
-130.0,80.0,2,1.04136,-36.00228
-130.0,80.0,3,0.95922,-23.29654
-130.0,80.0,4,1.08993,-38.82909
-130.0,80.0,5,0.99241,-25.38661
-130.0,80.0,6,0.90724,-20.73369
-130.0,85.0,0,0.97554,-14.29469
-130.0,85.0,1,0.91637,-17.03226
-130.0,85.0,2,1.05069,-37.15889
-130.0,85.0,3,0.97026,-25.11713
-130.0,85.0,4,1.06889,-42.94553
-130.0,85.0,5,0.97164,-23.06532
-130.0,85.0,6,0.92128,-20.39792
-130.0,90.0,0,0.95662,-15.3913
-130.0,90.0,1,0.91631,-17.71506
-130.0,90.0,2,1.07302,-36.05048
-130.0,90.0,3,0.9764,-24.97547
-130.0,90.0,4,1.05594,-41.6676
-130.0,90.0,5,0.97348,-21.66413
-130.0,90.0,6,0.94788,-20.96092
-130.0,95.0,0,0.94347,-17.31631
-130.0,95.0,1,0.91811,-19.42896
-130.0,95.0,2,1.08217,-38.23059
-130.0,95.0,3,0.96961,-26.67976
-130.0,95.0,4,1.03879,-41.97371
-130.0,95.0,5,0.97433,-23.21507
-130.0,95.0,6,0.96518,-18.44748
-130.0,100.0,0,0.93874,-17.29539
-130.0,100.0,1,0.91987,-19.94912
-130.0,100.0,2,1.09313,-38.37523
-130.0,100.0,3,0.94806,-26.3917
-130.0,100.0,4,1.02336,-42.41741
-130.0,100.0,5,1.00056,-23.34199
-130.0,100.0,6,0.98448,-18.21047
-130.0,105.0,0,0.92857,-18.95004
-130.0,105.0,1,0.91872,-18.78247
-130.0,105.0,2,1.08963,-41.57703
-130.0,105.0,3,0.93295,-25.01319
-130.0,105.0,4,1.00964,-42.22487
-130.0,105.0,5,1.00817,-20.76664
-130.0,105.0,6,0.96888,-17.29762
-130.0,110.0,0,0.91356,-18.10747
-130.0,110.0,1,0.91367,-21.3524
-130.0,110.0,2,1.09659,-37.84171
-130.0,110.0,3,0.89669,-23.36628
-130.0,110.0,4,0.99926,-40.05511
-130.0,110.0,5,1.00973,-21.21759
-130.0,110.0,6,0.93658,-15.71516
-130.0,115.0,0,0.8937,-19.26251
-130.0,115.0,1,0.91308,-22.09431
-130.0,115.0,2,1.0778,-40.21205
-130.0,115.0,3,0.87209,-26.25738
-130.0,115.0,4,0.99784,-41.32282
-130.0,115.0,5,1.01349,-19.34876
-130.0,115.0,6,0.89842,-13.72711
-130.0,120.0,0,0.87871,-20.50958
-130.0,120.0,1,0.90703,-23.03237
-130.0,120.0,2,1.04314,-39.928
-130.0,120.0,3,0.84575,-27.30344
-130.0,120.0,4,1.0106,-40.95362
-130.0,120.0,5,0.98913,-21.38375
-130.0,120.0,6,0.86174,-14.46552
-130.0,125.0,0,0.84863,-21.39806
-130.0,125.0,1,0.88737,-23.17135
-130.0,125.0,2,1.02428,-41.15443
-130.0,125.0,3,0.82397,-24.5592
-130.0,125.0,4,1.00697,-39.05659
-130.0,125.0,5,0.96291,-20.04236
-130.0,125.0,6,0.83879,-15.69798
-130.0,130.0,0,0.82934,-20.85516
-130.0,130.0,1,0.88445,-25.4972
-130.0,130.0,2,0.98848,-41.01037
-130.0,130.0,3,0.79406,-26.90098
-130.0,130.0,4,1.00301,-40.83597
-130.0,130.0,5,0.90894,-19.27242
-130.0,130.0,6,0.82271,-12.43379
-130.0,135.0,0,0.80904,-23.81869
-130.0,135.0,1,0.8814,-24.77795
-130.0,135.0,2,0.95664,-41.46183
-130.0,135.0,3,0.78198,-24.25112
-130.0,135.0,4,0.98337,-38.38092
-130.0,135.0,5,0.86464,-17.76913
-130.0,135.0,6,0.84491,-11.9196
-130.0,140.0,0,0.77739,-23.09836
-130.0,140.0,1,0.84465,-25.0756
-130.0,140.0,2,0.92841,-42.4663
-130.0,140.0,3,0.77895,-26.21167
-130.0,140.0,4,0.95186,-37.15801
-130.0,140.0,5,0.82203,-17.49468
-130.0,140.0,6,0.83901,-11.26661
-130.0,145.0,0,0.75604,-23.99102
-130.0,145.0,1,0.82058,-27.66774
-130.0,145.0,2,0.86559,-41.41584
-130.0,145.0,3,0.75879,-26.53213
-130.0,145.0,4,0.90653,-37.80895
-130.0,145.0,5,0.80388,-17.582
-130.0,145.0,6,0.82577,-11.6933
-130.0,150.0,0,0.72688,-25.32851
-130.0,150.0,1,0.79391,-26.01792
-130.0,150.0,2,0.83841,-40.85128
-130.0,150.0,3,0.7627,-22.2395
-130.0,150.0,4,0.86475,-36.29371
-130.0,150.0,5,0.78763,-16.42467
-130.0,150.0,6,0.78715,-10.51636
-130.0,155.0,0,0.69796,-26.45256
-130.0,155.0,1,0.76888,-27.21653
-130.0,155.0,2,0.81317,-41.09144
-130.0,155.0,3,0.73237,-23.61133
-130.0,155.0,4,0.81621,-37.47173
-130.0,155.0,5,0.78317,-14.58896
-130.0,155.0,6,0.73351,-9.6448
-130.0,160.0,0,0.67301,-26.15918
-130.0,160.0,1,0.73379,-28.65031
-130.0,160.0,2,0.77255,-41.87988
-130.0,160.0,3,0.7062,-23.58547
-130.0,160.0,4,0.77047,-35.67698
-130.0,160.0,5,0.76772,-12.47775
-130.0,160.0,6,0.67267,-7.66869
-130.0,165.0,0,0.64602,-25.84962
-130.0,165.0,1,0.68803,-27.80873
-130.0,165.0,2,0.74613,-40.04216
-130.0,165.0,3,0.67662,-21.7702
-130.0,165.0,4,0.72624,-34.7169
-130.0,165.0,5,0.74352,-10.19119
-130.0,165.0,6,0.62553,-9.95904
-130.0,170.0,0,0.62102,-28.43014
-130.0,170.0,1,0.64364,-28.24288
-130.0,170.0,2,0.7192,-41.66636
-130.0,170.0,3,0.63239,-22.64148
-130.0,170.0,4,0.69313,-33.41958
-130.0,170.0,5,0.70639,-12.86581
-130.0,170.0,6,0.57984,-8.18061
-130.0,175.0,0,0.58987,-28.78543
-130.0,175.0,1,0.60649,-28.03856
-130.0,175.0,2,0.69592,-41.3923
-130.0,175.0,3,0.58886,-22.23624
-130.0,175.0,4,0.66627,-33.125
-130.0,175.0,5,0.66779,-11.16195
-130.0,175.0,6,0.56508,-5.764
-130.0,180.0,0,0.56925,-29.23717
-130.0,180.0,1,0.55762,-27.41489
-130.0,180.0,2,0.67962,-41.74693
-130.0,180.0,3,0.53624,-21.2217
-130.0,180.0,4,0.65912,-31.33408
-130.0,180.0,5,0.61462,-9.07005
-130.0,180.0,6,0.54781,-5.64437
-125.0,0.0,0,0.5573,-7.89282
-125.0,0.0,1,0.54316,-6.49972
-125.0,0.0,2,0.68247,-23.71031
-125.0,0.0,3,0.54504,-12.73677
-125.0,0.0,4,0.64822,-34.95475
-125.0,0.0,5,0.62932,-21.44472
-125.0,0.0,6,0.56927,-24.68974
-125.0,5.0,0,0.6081,-7.60521
-125.0,5.0,1,0.58443,-5.68913
-125.0,5.0,2,0.72889,-22.58046
-125.0,5.0,3,0.6042,-12.30515
-125.0,5.0,4,0.69597,-35.03723
-125.0,5.0,5,0.68473,-21.92076
-125.0,5.0,6,0.61799,-24.4311
-125.0,10.0,0,0.65174,-7.77986
-125.0,10.0,1,0.64866,-7.15499
-125.0,10.0,2,0.77166,-24.31661
-125.0,10.0,3,0.64623,-13.00199
-125.0,10.0,4,0.74849,-35.88121
-125.0,10.0,5,0.74378,-20.6933
-125.0,10.0,6,0.67203,-25.60346
-125.0,15.0,0,0.68858,-7.23566
-125.0,15.0,1,0.68234,-7.04419
-125.0,15.0,2,0.81659,-24.24413
-125.0,15.0,3,0.68845,-14.71188
-125.0,15.0,4,0.77981,-34.32921
-125.0,15.0,5,0.77714,-24.10154
-125.0,15.0,6,0.68417,-23.42084
-125.0,20.0,0,0.72043,-8.66116
-125.0,20.0,1,0.71796,-7.92838
-125.0,20.0,2,0.851,-28.85084
-125.0,20.0,3,0.7277,-15.41507
-125.0,20.0,4,0.80565,-34.95654
-125.0,20.0,5,0.79823,-21.8141
-125.0,20.0,6,0.70528,-24.02934
-125.0,25.0,0,0.76777,-9.77418
-125.0,25.0,1,0.76151,-8.40058
-125.0,25.0,2,0.88503,-27.73151
-125.0,25.0,3,0.75039,-16.39356
-125.0,25.0,4,0.82602,-36.88682
-125.0,25.0,5,0.80367,-26.44045
-125.0,25.0,6,0.7129,-23.21037
-125.0,30.0,0,0.79719,-10.15199
-125.0,30.0,1,0.79407,-10.68802
-125.0,30.0,2,0.91899,-27.57726
-125.0,30.0,3,0.77116,-17.04948
-125.0,30.0,4,0.83555,-37.45403
-125.0,30.0,5,0.80449,-24.28883
-125.0,30.0,6,0.72679,-24.48371
-125.0,35.0,0,0.82806,-9.50292
-125.0,35.0,1,0.82469,-10.20727
-125.0,35.0,2,0.932,-28.98864
-125.0,35.0,3,0.77936,-19.35115
-125.0,35.0,4,0.84627,-37.85492
-125.0,35.0,5,0.83066,-22.47236
-125.0,35.0,6,0.74923,-21.51596
-125.0,40.0,0,0.86251,-10.33858
-125.0,40.0,1,0.84976,-10.72082
-125.0,40.0,2,0.94624,-30.31642
-125.0,40.0,3,0.78781,-19.85884
-125.0,40.0,4,0.8626,-38.41544
-125.0,40.0,5,0.85646,-24.65378
-125.0,40.0,6,0.78568,-23.84826
-125.0,45.0,0,0.89147,-10.30459
-125.0,45.0,1,0.86475,-10.88286
-125.0,45.0,2,0.95579,-30.33068
-125.0,45.0,3,0.79943,-19.25311
-125.0,45.0,4,0.88052,-41.04694
-125.0,45.0,5,0.88345,-23.95701
-125.0,45.0,6,0.8346,-24.01096
-125.0,50.0,0,0.91629,-10.36264
-125.0,50.0,1,0.88462,-13.3164
-125.0,50.0,2,0.95936,-30.83815
-125.0,50.0,3,0.81127,-21.0647
-125.0,50.0,4,0.90914,-39.71304
-125.0,50.0,5,0.92281,-23.66251
-125.0,50.0,6,0.87946,-21.99895
-125.0,55.0,0,0.92445,-13.39719
-125.0,55.0,1,0.89085,-12.33399
-125.0,55.0,2,0.97839,-33.54086
-125.0,55.0,3,0.83458,-20.59149
-125.0,55.0,4,0.94334,-40.39985
-125.0,55.0,5,0.96882,-24.18691
-125.0,55.0,6,0.92946,-22.75368
-125.0,60.0,0,0.94579,-12.56373
-125.0,60.0,1,0.90027,-13.80886
-125.0,60.0,2,0.98735,-31.35529
-125.0,60.0,3,0.85638,-21.04038
-125.0,60.0,4,0.97762,-41.79463
-125.0,60.0,5,1.01496,-23.91788
-125.0,60.0,6,0.93798,-23.77753
-125.0,65.0,0,0.96681,-13.10341
-125.0,65.0,1,0.90539,-15.96577
-125.0,65.0,2,1.00133,-33.85868
-125.0,65.0,3,0.88888,-21.14415
-125.0,65.0,4,1.00697,-40.29126
-125.0,65.0,5,1.03476,-23.69119
-125.0,65.0,6,0.93269,-20.42797
-125.0,70.0,0,0.97171,-14.93717
-125.0,70.0,1,0.90096,-15.67974
-125.0,70.0,2,1.01751,-35.73536
-125.0,70.0,3,0.9128,-23.70145
-125.0,70.0,4,1.04528,-40.83805
-125.0,70.0,5,1.0408,-21.75518
-125.0,70.0,6,0.9138,-19.9721
-125.0,75.0,0,0.96401,-14.20422
-125.0,75.0,1,0.91615,-18.07238
-125.0,75.0,2,1.02699,-38.66897
-125.0,75.0,3,0.94272,-20.76986
-125.0,75.0,4,1.0564,-40.42728
-125.0,75.0,5,1.03544,-23.56025
-125.0,75.0,6,0.90827,-20.49448
-125.0,80.0,0,0.97075,-15.2076
-125.0,80.0,1,0.91304,-17.13779
-125.0,80.0,2,1.04593,-36.41028
-125.0,80.0,3,0.969,-22.85179
-125.0,80.0,4,1.06536,-42.62342
-125.0,80.0,5,1.01113,-23.48624
-125.0,80.0,6,0.91884,-18.37558
-125.0,85.0,0,0.97825,-16.80416
-125.0,85.0,1,0.90172,-18.98388
-125.0,85.0,2,1.06597,-37.60396
-125.0,85.0,3,0.98241,-22.3799
-125.0,85.0,4,1.05168,-39.7716
-125.0,85.0,5,0.98681,-23.22853
-125.0,85.0,6,0.92545,-18.64873
-125.0,90.0,0,0.95858,-17.12004
-125.0,90.0,1,0.91478,-18.15458
-125.0,90.0,2,1.0802,-38.48817
-125.0,90.0,3,0.99123,-23.40474
-125.0,90.0,4,1.02986,-39.6979
-125.0,90.0,5,0.99038,-20.97918
-125.0,90.0,6,0.95767,-16.97414
-125.0,95.0,0,0.96479,-15.02185
-125.0,95.0,1,0.91154,-19.65696
-125.0,95.0,2,1.09023,-37.70371
-125.0,95.0,3,0.98211,-25.59721
-125.0,95.0,4,1.01413,-38.20626
-125.0,95.0,5,1.00196,-19.87423
-125.0,95.0,6,0.98003,-14.57846
-125.0,100.0,0,0.94926,-18.6105
-125.0,100.0,1,0.90553,-20.06643
